"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US75019","ZCTA5 75019","16954","464","1.8","0.7","1.3","0.8","1.8","0.8","2.3","0.7","4.2","1.3","8.3","1.6","12.2","2.2","20.4","3.1","14.2","1.7","33.5","3.2","141923","12562","189569","9494","28.1","(X)","(X)","(X)","(X)","(X)","12437","376","0.8","0.7","0.4","0.4","1.1","0.5","1.6","0.7","1.9","0.8","6.5","2.0","10.7","2.3","18.6","3.1","15.9","2.3","42.5","3.8","173264","14016","217376","11295","(X)","(X)","28.2","(X)","(X)","(X)","10729","422","0.6","0.7","0.4","0.4","1.0","0.5","1.8","0.8","1.2","0.6","4.7","1.7","9.0","2.3","17.8","3.3","16.5","2.6","46.9","4.0","187991","15110","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4517","499","4.4","1.9","3.8","2.9","4.2","2.7","4.0","1.9","10.8","4.1","15.1","3.9","18.2","5.5","22.3","6.2","9.6","3.2","7.5","2.6","82515","9037","108060","11958","(X)","(X)","(X)","(X)","27.1","(X)",
"860Z200US75020","ZCTA5 75020","10085","466","3.2","1.4","4.5","1.7","6.1","1.5","8.8","2.5","12.1","2.6","18.6","3.0","17.2","3.1","15.8","3.0","7.5","2.0","6.2","2.1","71605","3749","95026","9639","40.7","(X)","(X)","(X)","(X)","(X)","6563","402","3.8","1.9","0.6","0.9","1.5","1.0","6.1","2.7","13.3","4.1","18.5","3.3","21.6","4.2","18.9","3.9","9.5","3.0","6.2","2.6","84492","4279","97061","7328","(X)","(X)","44.1","(X)","(X)","(X)","4098","410","1.1","1.0","0.1","0.2","2.0","1.6","3.1","1.9","8.6","4.0","17.4","3.9","24.9","5.9","20.1","4.7","13.4","4.3","9.4","3.9","97745","2750","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3522","423","4.3","2.6","12.6","4.6","13.6","4.0","14.7","4.3","13.2","4.9","21.2","5.8","6.6","3.1","7.4","3.5","2.2","2.3","4.3","3.1","37098","8309","69843","16191","(X)","(X)","(X)","(X)","32.5","(X)",
"860Z200US75021","ZCTA5 75021","3379","375","2.1","1.5","3.0","1.8","8.0","3.3","7.8","3.0","10.5","3.8","15.2","5.3","13.7","4.7","23.4","6.3","12.0","5.0","4.3","2.2","83067","12869","89569","7430","46.1","(X)","(X)","(X)","(X)","(X)","2582","334","1.8","1.8","1.7","2.0","6.0","3.2","6.0","2.8","6.9","3.9","15.6","6.5","17.0","5.8","24.2","6.6","15.2","6.3","5.7","3.0","89244","12317","99584","8835","(X)","(X)","48.9","(X)","(X)","(X)","1982","345","0.6","0.8","1.3","2.1","3.4","2.5","4.2","2.4","7.7","4.8","15.3","7.8","15.6","7.1","27.4","8.3","17.1","7.6","7.4","3.9","101286","14321","N","N","(X)","(X)","(X)","(X)","(X)","(X)","797","244","7.4","5.8","7.4","5.4","12.2","8.0","16.9","10.7","16.7","8.8","13.8","9.5","3.0","3.4","20.7","18.3","1.9","3.0","0.0","6.1","38065","12792","53971","14919","(X)","(X)","(X)","(X)","37.3","(X)",
"860Z200US75022","ZCTA5 75022","9046","479","0.6","0.6","0.3","0.4","3.7","1.9","2.1","1.0","5.7","2.1","6.7","2.0","8.8","2.4","14.3","2.6","13.5","2.3","44.4","4.1","177357","15834","236861","24688","31.8","(X)","(X)","(X)","(X)","(X)","7321","427","1.9","2.2","0.3","0.4","1.2","0.9","1.1","0.8","2.8","1.3","2.9","1.1","8.6","2.9","13.2","3.1","14.8","2.6","53.2","4.3","213250","15714","268854","30143","(X)","(X)","32.3","(X)","(X)","(X)","6826","449","2.0","2.4","0.1","0.2","0.3","0.3","1.1","0.8","2.8","1.4","1.8","0.9","9.0","3.1","13.2","3.0","15.1","2.7","54.5","4.3","217720","13524","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1725","329","2.6","3.3","0.5","0.8","6.6","4.9","6.3","4.2","17.9","7.9","22.8","8.3","9.7","5.0","18.6","5.6","8.2","4.2","6.8","3.7","68531","15149","98150","14693","(X)","(X)","(X)","(X)","30.0","(X)",
"860Z200US75023","ZCTA5 75023","18919","841","3.9","1.4","1.4","0.8","2.2","0.8","4.0","1.2","6.7","1.6","13.1","2.6","13.2","2.1","22.6","2.4","14.0","2.2","18.8","2.2","109660","6670","133621","5912","36.3","(X)","(X)","(X)","(X)","(X)","13485","712","2.1","0.8","1.1","1.0","0.9","0.5","3.7","1.6","6.1","1.7","9.4","1.7","11.9","2.8","25.2","3.4","16.4","2.9","23.1","3.0","128634","6927","149694","7840","(X)","(X)","36.5","(X)","(X)","(X)","10730","709","0.6","0.6","0.9","1.1","0.6","0.5","1.7","1.1","4.8","1.6","9.4","2.0","9.8","2.7","27.9","3.7","17.0","3.1","27.3","3.3","137418","8656","164724","9361","(X)","(X)","(X)","(X)","(X)","(X)","5434","757","9.5","4.2","2.4","1.3","5.4","2.6","5.2","2.3","8.6","3.4","21.8","8.2","17.1","4.0","14.9","3.7","7.9","2.9","7.1","2.6","68889","7284","90231","8542","(X)","(X)","(X)","(X)","33.8","(X)",
"860Z200US75024","ZCTA5 75024","19217","629","2.9","1.1","0.8","0.4","2.7","1.3","1.9","0.8","5.2","1.3","11.0","2.0","15.9","2.7","23.2","2.9","12.7","2.2","23.6","2.0","117088","6381","161675","6069","31.2","(X)","(X)","(X)","(X)","(X)","11889","584","3.4","1.7","0.7","0.5","1.4","0.9","0.6","0.4","2.1","0.8","6.6","2.0","12.8","3.3","22.8","3.4","17.3","3.2","32.4","2.9","148613","10976","195796","9521","(X)","(X)","31.8","(X)","(X)","(X)","10038","547","2.0","1.0","0.7","0.6","0.8","0.5","0.4","0.3","2.2","0.9","4.1","1.3","12.3","3.3","23.7","3.7","16.8","3.2","36.9","3.1","162520","14365","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7328","486","3.1","1.6","1.1","0.7","4.7","2.7","4.0","2.0","10.3","3.0","20.1","4.1","21.3","4.8","23.3","4.8","5.5","2.3","6.6","2.0","83033","5540","97787","6958","(X)","(X)","(X)","(X)","28.6","(X)",
"860Z200US75025","ZCTA5 75025","18896","789","2.1","0.9","0.9","0.4","3.0","1.3","3.5","1.1","6.1","1.5","10.2","2.3","8.5","2.0","18.3","2.5","15.6","2.3","31.7","3.1","143260","10719","164421","7004","31.5","(X)","(X)","(X)","(X)","(X)","14903","786","1.8","1.0","0.6","0.5","1.1","0.6","1.9","1.0","5.3","1.6","8.0","2.4","7.4","1.7","18.8","2.8","18.6","2.8","36.5","3.4","167316","5691","182897","8102","(X)","(X)","31.7","(X)","(X)","(X)","12437","725","1.5","1.0","0.5","0.4","0.6","0.3","1.0","0.6","4.1","1.5","6.4","2.0","6.9","1.9","18.4","3.0","19.0","3.0","41.8","3.9","179494","12732","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3993","531","3.2","1.8","1.9","1.5","10.2","6.4","9.8","3.8","9.9","3.8","18.7","6.0","13.8","6.5","15.5","4.5","7.3","2.9","9.7","3.7","66527","11090","89945","9593","(X)","(X)","(X)","(X)","30.4","(X)",
"860Z200US75028","ZCTA5 75028","18107","818","2.3","0.8","0.6","0.4","1.1","0.4","2.0","0.9","3.3","0.9","12.5","2.4","9.3","1.8","19.0","2.5","16.0","1.9","33.8","2.6","149436","8079","182056","7243","25.6","(X)","(X)","(X)","(X)","(X)","14444","685","1.6","0.7","0.2","0.3","0.8","0.5","0.9","0.6","2.9","1.0","7.7","1.5","8.2","1.9","20.3","2.7","17.6","2.0","39.8","2.9","169441","7029","202086","8336","(X)","(X)","27.1","(X)","(X)","(X)","12288","674","1.1","0.5","0.0","0.4","0.6","0.4","0.2","0.3","2.1","0.9","6.0","1.2","6.6","1.8","20.7","2.9","18.4","2.2","44.2","3.1","184024","9210","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3663","545","5.0","2.5","2.4","1.6","2.2","1.5","7.6","3.8","6.1","2.7","31.5","9.1","14.9","4.3","13.2","4.8","8.7","3.2","8.5","2.8","71422","9345","95612","10336","(X)","(X)","(X)","(X)","18.5","(X)",
"860Z200US75032","ZCTA5 75032","13250","584","2.2","1.1","0.5","0.5","2.6","1.4","4.0","1.4","4.2","1.5","11.4","2.2","11.7","2.5","19.0","3.2","15.6","3.0","28.8","3.2","135742","7167","184125","11697","33.3","(X)","(X)","(X)","(X)","(X)","10396","505","1.3","1.1","0.4","0.5","0.8","0.7","2.3","1.1","2.3","1.2","9.1","2.3","10.6","2.9","20.6","4.3","17.7","3.6","34.9","4.1","155661","10013","211572","14736","(X)","(X)","34.7","(X)","(X)","(X)","9233","596","1.3","1.1","0.5","0.5","0.3","0.4","1.2","0.8","2.1","1.4","7.7","2.4","9.0","3.0","20.6","4.6","19.1","4.0","38.3","4.5","168135","10555","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2854","389","5.3","3.1","0.9","1.1","9.4","5.5","10.4","4.8","11.1","5.0","21.3","7.7","16.1","6.4","14.9","5.8","5.6","2.5","5.0","3.3","66281","9150","76103","7754","(X)","(X)","(X)","(X)","27.5","(X)",
"860Z200US75033","ZCTA5 75033","16924","831","1.9","1.1","0.3","0.4","1.0","0.7","2.3","1.1","3.6","1.6","8.1","1.8","9.0","2.2","16.5","2.4","15.4","2.3","41.8","3.3","174762","14304","209014","11624","31.7","(X)","(X)","(X)","(X)","(X)","14187","709","0.9","0.8","0.4","0.5","0.5","0.5","1.5","1.0","2.2","1.5","5.4","1.3","7.5","2.4","16.2","2.7","17.7","2.5","47.6","3.8","193621","11509","229632","13358","(X)","(X)","34.1","(X)","(X)","(X)","12213","686","0.4","0.7","0.4","0.6","0.2","0.3","0.7","0.8","1.3","0.7","5.0","1.6","7.7","2.7","15.3","2.8","18.0","2.6","51.1","3.8","204264","10436","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2737","485","8.4","5.9","0.0","1.8","4.7","3.5","5.8","3.9","13.4","7.6","21.7","8.9","12.9","6.2","19.5","6.9","3.8","2.7","9.8","6.4","70218","15669","96092","15757","(X)","(X)","(X)","(X)","18.8","(X)",
"860Z200US75034","ZCTA5 75034","23190","998","3.3","1.2","0.5","0.3","3.2","1.7","2.9","1.2","5.3","1.9","15.5","2.9","14.7","2.4","18.5","2.4","10.0","2.0","26.0","2.5","111122","8862","165159","10022","35.1","(X)","(X)","(X)","(X)","(X)","13292","803","1.7","0.8","0.3","0.4","0.5","0.5","2.4","1.4","3.4","1.6","10.2","2.8","8.7","2.3","19.2","3.0","14.4","2.9","39.3","3.7","156825","11945","213771","14515","(X)","(X)","33.7","(X)","(X)","(X)","10892","695","1.1","0.7","0.0","0.5","0.3","0.4","1.4","0.9","2.6","1.8","6.6","2.0","6.9","2.2","18.1","3.0","17.2","3.4","45.8","4.3","181218","18648","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9898","959","5.6","2.8","0.6","0.5","6.8","3.8","3.6","2.1","8.0","3.7","22.9","5.1","23.0","4.8","19.1","3.5","3.9","1.9","6.6","2.7","79257","7888","97169","10898","(X)","(X)","(X)","(X)","35.2","(X)",
"860Z200US75035","ZCTA5 75035","28872","861","2.1","1.0","0.6","0.5","2.5","1.2","1.8","0.7","3.1","0.8","6.9","1.4","7.7","1.5","18.9","2.0","16.2","2.0","40.1","2.2","166590","8129","198798","7379","31.8","(X)","(X)","(X)","(X)","(X)","23977","676","1.5","1.1","0.3","0.2","1.5","0.8","1.0","0.4","2.4","0.9","5.6","1.4","7.0","1.6","17.7","2.0","17.2","2.2","46.0","2.4","187023","7155","214626","8013","(X)","(X)","33.4","(X)","(X)","(X)","20835","757","0.5","0.5","0.2","0.2","1.4","0.9","0.7","0.4","1.8","0.7","4.3","1.2","5.8","1.6","16.6","2.1","17.9","2.3","50.8","2.7","202448","9729","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4895","726","5.0","3.2","2.9","2.5","7.1","6.1","5.8","3.9","7.5","2.7","13.3","4.5","11.1","3.4","25.3","6.4","13.2","4.4","8.9","2.9","93529","14753","114897","12963","(X)","(X)","(X)","(X)","23.6","(X)",
"860Z200US75036","ZCTA5 75036","11940","629","1.3","0.8","1.2","1.5","2.0","1.1","2.7","1.2","3.4","1.2","11.1","3.0","8.9","2.2","18.7","3.4","14.8","3.3","35.9","4.2","151645","12467","189782","12887","37.7","(X)","(X)","(X)","(X)","(X)","9627","591","0.9","0.8","0.1","0.1","1.5","1.1","1.6","1.1","2.8","1.4","8.3","2.9","7.6","2.3","20.8","4.2","16.3","3.9","40.3","4.7","167813","19652","207599","16291","(X)","(X)","38.5","(X)","(X)","(X)","8664","645","0.9","0.9","0.0","0.6","1.3","1.1","1.4","1.1","2.4","1.5","8.6","3.2","6.6","2.3","20.2","4.5","15.6","4.0","43.1","5.0","178770","17874","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2313","374","3.0","2.4","6.0","7.2","4.0","3.1","7.4","3.7","5.7","2.9","22.9","7.7","16.0","6.3","14.7","5.2","5.9","3.6","14.4","8.8","77009","24278","110302","25396","(X)","(X)","(X)","(X)","31.1","(X)",
"860Z200US75038","ZCTA5 75038","14151","1052","3.5","1.4","2.3","1.2","5.5","1.6","7.0","1.8","12.0","2.5","25.3","4.7","12.6","3.4","15.4","3.0","6.3","1.8","10.1","2.1","68990","5711","100471","6079","31.7","(X)","(X)","(X)","(X)","(X)","8172","731","2.0","1.3","2.1","1.4","3.5","1.7","5.7","2.3","10.6","2.8","16.9","4.8","16.2","5.3","22.0","4.7","6.6","2.3","14.2","3.2","88111","10737","119880","9452","(X)","(X)","36.5","(X)","(X)","(X)","5937","730","0.4","0.4","1.5","1.3","1.4","1.3","2.5","1.5","10.0","2.9","15.1","5.3","19.0","6.6","24.4","5.0","8.4","3.1","17.2","4.4","100091","11819","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5979","868","6.7","3.0","2.8","1.8","7.7","3.0","10.1","3.3","14.8","4.8","34.9","8.8","7.2","2.8","6.1","2.5","5.2","2.7","4.4","1.6","60068","9775","71435","7152","(X)","(X)","(X)","(X)","25.0","(X)",
"860Z200US75039","ZCTA5 75039","12394","587","3.0","2.1","2.0","1.6","1.5","1.0","1.4","1.4","5.2","2.0","15.0","2.9","18.4","4.4","23.5","3.8","12.2","3.6","17.8","3.8","104853","8823","142382","10386","27.0","(X)","(X)","(X)","(X)","(X)","5569","576","1.6","1.5","0.5","0.8","0.3","0.4","2.0","3.1","2.7","1.9","8.9","3.4","21.1","7.4","19.5","5.2","15.8","4.9","27.7","6.2","135795","19222","176090","17975","(X)","(X)","26.2","(X)","(X)","(X)","4571","494","2.0","1.9","0.6","1.0","0.3","0.5","0.0","1.1","2.2","2.0","6.8","3.2","18.1","7.4","19.6","5.7","18.9","5.6","31.6","6.7","150346","18148","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6825","556","4.2","3.6","3.3","2.8","2.5","1.8","1.0","0.8","7.9","3.3","19.9","4.5","15.8","4.8","26.5","5.6","9.6","4.2","9.5","4.4","92429","10535","113631","12556","(X)","(X)","(X)","(X)","27.6","(X)",
"860Z200US75040","ZCTA5 75040","20958","722","3.3","1.0","1.5","0.7","6.4","1.7","5.6","1.2","12.0","1.8","21.5","2.5","15.0","2.2","19.8","2.2","8.5","1.5","6.3","1.3","74519","3960","92983","4965","34.1","(X)","(X)","(X)","(X)","(X)","15637","666","1.9","0.8","1.3","0.6","4.0","2.0","5.1","1.3","11.1","2.1","24.1","3.0","13.7","2.1","23.3","2.6","8.8","1.9","6.7","1.5","78664","3837","97891","5922","(X)","(X)","36.1","(X)","(X)","(X)","11093","694","1.7","0.9","0.7","0.5","3.6","2.5","3.8","1.2","9.7","2.4","23.2","3.4","14.2","2.4","25.2","3.1","9.8","2.6","8.2","2.0","86273","7542","106295","7406","(X)","(X)","(X)","(X)","(X)","(X)","5321","558","7.9","3.2","2.5","2.0","12.9","4.0","9.2","3.2","16.0","4.4","18.8","5.9","13.5","4.2","10.6","3.2","4.6","2.3","3.9","2.4","51359","13629","66364","6838","(X)","(X)","(X)","(X)","27.3","(X)",
"860Z200US75041","ZCTA5 75041","10005","558","4.2","1.5","3.2","1.8","4.7","1.8","7.9","2.4","14.9","2.8","18.7","3.3","17.6","3.3","18.7","3.5","6.7","1.6","3.3","1.1","70308","7127","81919","4586","36.4","(X)","(X)","(X)","(X)","(X)","7792","527","2.8","1.5","2.4","2.0","5.6","3.0","7.9","3.0","14.0","3.5","20.6","3.7","18.0","3.9","17.0","4.2","8.7","2.2","3.0","1.3","70175","8770","84376","6246","(X)","(X)","32.8","(X)","(X)","(X)","4918","481","2.2","1.3","1.4","1.8","3.3","2.2","6.2","3.4","11.7","3.9","19.8","4.9","18.7","5.0","22.2","5.6","10.0","3.2","4.4","2.0","81210","10205","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2213","331","9.3","5.1","6.3","4.0","10.8","5.0","10.8","5.3","14.8","5.8","13.8","5.8","13.6","6.3","17.4","7.4","1.4","1.6","1.8","2.1","47775","14736","62730","8009","(X)","(X)","(X)","(X)","42.3","(X)",
"860Z200US75042","ZCTA5 75042","11445","474","3.3","1.3","3.2","1.1","9.1","2.7","8.9","2.2","14.2","3.0","19.7","2.9","12.1","2.5","18.1","2.9","6.0","2.4","5.3","1.5","64266","5842","80400","4372","34.7","(X)","(X)","(X)","(X)","(X)","8806","471","1.7","1.2","3.2","1.7","8.9","3.2","9.2","2.5","15.8","3.7","18.4","3.6","12.3","2.7","19.3","3.5","6.3","2.9","5.0","1.7","68831","9394","82037","5086","(X)","(X)","35.9","(X)","(X)","(X)","5443","429","1.5","1.5","1.3","1.2","4.4","2.3","7.8","3.2","17.7","5.3","17.0","4.4","15.8","4.0","22.2","4.5","5.9","2.0","6.6","2.2","76049","8253","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2639","343","9.0","4.0","6.6","3.4","12.1","5.8","7.3","3.4","10.3","4.0","25.0","7.2","9.1","4.0","12.7","7.2","2.8","2.1","5.2","3.3","52243","4683","65589","9442","(X)","(X)","(X)","(X)","30.3","(X)",
"860Z200US75043","ZCTA5 75043","22343","992","3.4","1.2","3.1","1.5","3.8","1.4","5.6","1.5","13.6","2.6","18.5","2.5","15.8","2.8","19.8","2.8","10.2","3.1","6.2","1.4","76778","4172","93496","4871","40.2","(X)","(X)","(X)","(X)","(X)","16781","1023","3.0","1.2","2.5","1.5","2.7","1.2","4.7","1.6","11.0","3.2","18.3","3.2","17.1","3.5","21.3","3.5","11.8","3.7","7.6","1.9","86152","8482","101204","6334","(X)","(X)","44.0","(X)","(X)","(X)","11431","845","2.2","1.4","0.4","0.4","1.8","1.2","2.6","1.3","7.8","2.5","15.4","3.3","19.1","4.2","25.2","4.8","15.0","5.1","10.5","2.5","100821","7173","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5562","599","5.8","2.9","5.9","4.4","9.2","3.9","9.1","2.9","22.5","6.3","19.7","5.4","10.4","3.8","10.7","3.9","5.5","3.1","1.1","0.7","47200","5153","62742","6201","(X)","(X)","(X)","(X)","27.4","(X)",
"860Z200US75044","ZCTA5 75044","16952","803","1.8","0.9","1.3","0.8","4.5","1.6","5.0","1.7","9.8","2.3","16.4","3.5","15.5","3.2","20.2","3.2","11.2","2.5","14.3","2.6","92178","5738","118548","6782","36.1","(X)","(X)","(X)","(X)","(X)","12336","810","0.8","0.7","1.9","1.6","5.9","2.2","3.7","2.1","8.2","2.6","12.2","3.7","14.3","3.1","22.1","3.6","12.3","3.4","18.6","3.6","105596","10996","130495","8943","(X)","(X)","41.2","(X)","(X)","(X)","9555","753","0.7","0.8","0.8","0.8","3.8","2.0","2.0","1.1","7.0","2.7","12.9","4.3","11.5","3.1","24.9","4.2","13.9","4.3","22.6","4.7","118738","13634","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4616","558","4.9","2.7","2.5","2.1","3.1","1.4","8.8","4.0","10.6","4.2","27.8","7.9","20.4","8.2","15.3","5.7","4.3","2.3","2.3","1.5","63147","6272","79279","8852","(X)","(X)","(X)","(X)","21.0","(X)",
"860Z200US75048","ZCTA5 75048","10847","522","1.1","0.6","0.6","0.5","1.0","0.8","4.3","2.3","5.3","1.7","11.9","3.2","10.4","2.3","21.8","4.0","13.0","3.4","30.6","4.4","131087","7899","161147","9731","39.1","(X)","(X)","(X)","(X)","(X)","8269","390","0.7","0.5","0.2","0.3","0.8","0.8","3.2","1.9","4.8","2.0","7.4","2.8","12.3","2.8","22.5","4.5","13.2","3.6","34.9","4.7","141474","15849","177004","12828","(X)","(X)","41.5","(X)","(X)","(X)","6871","538","0.2","0.3","0.1","0.3","0.4","0.5","3.1","2.1","4.3","2.2","5.9","2.8","9.3","3.6","22.6","4.9","13.9","3.8","40.1","5.9","157344","18465","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2578","524","2.2","1.8","1.7","2.0","1.4","1.9","8.1","7.2","7.0","4.9","28.4","10.5","5.8","3.5","18.6","8.7","11.1","6.5","15.6","14.2","76795","36514","105586","24480","(X)","(X)","(X)","(X)","31.4","(X)",
"860Z200US75050","ZCTA5 75050","16625","849","3.5","1.1","1.9","1.0","6.6","1.9","7.1","2.1","13.0","2.9","20.4","2.9","12.1","2.0","23.4","2.7","7.5","2.1","4.6","1.3","73274","3080","86866","4582","42.1","(X)","(X)","(X)","(X)","(X)","11193","790","4.4","1.6","1.7","1.4","3.9","1.5","5.7","2.4","10.5","2.0","17.0","3.5","12.4","2.5","28.5","3.9","10.7","2.9","5.3","1.6","85711","7316","96310","5710","(X)","(X)","47.1","(X)","(X)","(X)","7223","762","1.5","1.2","0.3","0.4","1.6","1.1","3.6","2.0","8.8","2.8","15.3","4.2","13.7","3.2","35.6","5.8","14.0","4.4","5.5","1.7","106710","9049","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5432","752","4.7","2.1","3.3","1.7","10.6","5.2","9.6","4.4","18.7","7.2","27.1","6.3","11.0","3.7","12.8","4.1","0.4","0.4","1.8","1.0","53624","8255","62194","5915","(X)","(X)","(X)","(X)","31.6","(X)",
"860Z200US75051","ZCTA5 75051","13383","593","5.5","1.6","4.7","1.8","6.8","1.9","10.3","2.5","14.6","2.7","22.6","3.4","12.4","2.9","13.7","2.4","4.9","1.4","4.6","1.4","58245","6088","74160","4102","44.5","(X)","(X)","(X)","(X)","(X)","9520","566","4.4","2.1","1.9","1.0","6.4","2.4","7.8","2.5","14.3","3.2","21.8","3.8","16.6","3.9","15.1","3.1","6.0","1.9","5.6","1.8","68706","4186","83356","5639","(X)","(X)","46.8","(X)","(X)","(X)","5870","504","2.1","1.4","1.5","1.2","2.8","1.6","4.5","1.9","14.2","5.3","21.3","4.7","18.7","5.3","20.5","4.7","6.7","2.6","7.7","2.9","77344","6665","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3863","506","12.2","4.5","9.9","4.9","11.1","3.9","18.4","6.1","14.3","4.9","22.8","7.2","2.4","1.5","6.3","2.5","0.4","0.7","2.3","2.2","34508","7842","44442","5782","(X)","(X)","(X)","(X)","33.2","(X)",
"860Z200US75052","ZCTA5 75052","32672","1020","3.1","0.9","1.8","0.6","3.0","0.9","5.0","1.1","9.6","1.4","16.7","1.9","16.2","2.0","22.9","2.2","12.2","1.5","9.4","1.3","89301","5674","106288","3518","36.3","(X)","(X)","(X)","(X)","(X)","23517","845","2.0","0.7","1.7","0.7","1.9","0.7","4.2","1.0","9.2","1.7","14.8","2.1","14.8","2.0","25.6","2.4","14.7","1.9","11.2","1.6","102700","4852","116592","4184","(X)","(X)","41.2","(X)","(X)","(X)","17556","787","1.4","0.7","1.3","0.9","0.5","0.3","2.8","1.0","6.4","1.5","12.4","1.9","13.8","2.0","28.3","2.9","18.8","2.4","14.3","2.0","120185","5440","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9155","835","5.8","2.3","2.3","1.5","6.4","2.7","7.9","2.7","12.0","3.0","21.6","4.3","20.7","4.8","15.1","4.3","4.8","1.7","3.4","1.7","67562","4260","74998","4597","(X)","(X)","(X)","(X)","23.4","(X)",
"860Z200US75054","ZCTA5 75054","5525","550","1.7","1.6","1.1","1.2","2.2","1.8","0.5","0.5","1.7","1.1","11.7","4.1","6.7","3.2","18.6","4.5","19.6","5.1","36.2","7.2","163229","16306","188099","16566","40.1","(X)","(X)","(X)","(X)","(X)","4490","545","0.9","1.2","1.2","1.6","2.3","2.1","0.7","0.8","1.7","1.2","6.3","2.9","3.6","2.5","18.6","5.3","21.8","5.8","42.9","8.4","179839","23495","207851","19190","(X)","(X)","44.1","(X)","(X)","(X)","3782","519","0.2","0.3","1.4","1.9","1.8","2.1","0.6","0.7","1.6","1.3","3.7","1.9","4.0","3.0","17.8","6.0","24.0","6.7","45.0","9.8","188318","20493","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1035","233","8.5","8.1","0.9","1.5","1.5","2.5","0.9","1.7","3.3","3.9","31.7","16.7","19.9","12.9","18.8","10.6","10.0","11.7","4.5","4.2","81060","24416","92492","18799","(X)","(X)","(X)","(X)","21.7","(X)",
